mrna,lncrna
1656,1364
1656,720
1656,1295
1656,1149
1656,1411
1656,203
1656,1249
1656,760
1656,292
1656,215
1656,299
1656,949
1543,87
1179,1470
1179,786
1179,788
1179,1427
1179,606
1179,1015
1179,882
1179,532
1179,54
1179,121
1179,1050
1179,561
1179,1495
1179,1109
1179,773
1179,603
1179,59
1179,1215
1179,188
1179,185
1179,522
1179,476
1179,1142
1179,1101
1179,916
1179,755
1179,740
1179,1393
1179,66
1179,194
1179,1128
1179,322
1179,445
1179,1048
1179,236
1179,52
1179,30
1179,497
1179,681
1179,688
1179,287
1179,1375
1179,55
1179,1444
1179,834
1179,1037
1179,915
1179,31
1179,785
1179,149
1179,1184
1179,219
1179,123
1179,518
1179,1073
1179,837
1179,1387
1179,1338
1179,282
1179,589
1179,1252
1179,1325
1179,615
1179,765
1179,1383
1179,1263
1179,964
1179,327
1179,461
1179,484
1179,1307
1179,797
1179,527
1179,65
1179,521
1179,1462
1179,640
1179,1297
1179,1364
1179,720
1179,635
1179,1105
1179,1411
1179,173
1179,203
1179,950
1179,1249
1179,1144
1179,292
1179,215
1179,949
1179,452
1179,272
883,606
883,882
883,121
883,561
883,1109
883,603
883,1142
883,1101
883,916
883,740
883,1393
883,194
883,322
883,1048
883,497
883,688
883,55
883,834
883,1037
883,149
883,219
883,123
883,518
883,1073
883,1387
883,589
883,765
883,1383
883,964
883,461
883,484
883,1307
883,65
883,521
883,1462
883,640
883,1364
883,1105
883,173
883,203
883,950
883,215
883,1412
883,949
883,272
528,786
528,788
528,1015
528,882
528,787
528,54
528,614
528,561
528,1495
528,1109
528,773
528,59
528,1215
528,796
528,522
528,1142
528,916
528,755
528,740
528,1393
528,66
528,1128
528,445
528,1048
528,52
528,30
528,497
528,1375
528,55
528,1037
528,31
528,568
528,1184
528,518
528,1338
528,781
528,1325
528,1166
528,4
528,1263
528,461
528,484
528,319
528,1230
528,1295
528,1411
528,203
528,987
528,1167
528,705
528,292
528,215
528,1362
1813,1470
1813,1259
1813,1206
1813,959
1813,288
1813,937
1813,532
1813,226
1813,194
1813,710
1813,497
1813,242
1813,837
1813,1252
1813,327
2486,1470
2486,820
2486,786
2486,788
2486,1427
2486,606
2486,288
2486,1015
2486,882
2486,532
2486,53
2486,787
2486,921
2486,54
2486,121
2486,1050
2486,614
2486,561
2486,1495
2486,1109
2486,773
2486,425
2486,603
2486,850
2486,59
2486,1215
2486,188
2486,796
2486,1140
2486,185
2486,522
2486,476
2486,1142
2486,1101
2486,916
2486,755
2486,740
2486,1393
2486,66
2486,1128
2486,138
2486,322
2486,445
2486,789
2486,1048
2486,1475
2486,52
2486,30
2486,1300
2486,497
2486,681
2486,688
2486,287
2486,1375
2486,55
2486,1444
2486,834
2486,1037
2486,1363
2486,915
2486,31
2486,785
2486,149
2486,369
2486,568
2486,1184
2486,1225
2486,219
2486,123
2486,518
2486,1073
2486,837
2486,1387
2486,1338
2486,282
2486,238
2486,781
2486,589
2486,1252
2486,1325
2486,1166
2486,615
2486,4
2486,1022
2486,765
2486,1383
2486,1263
2486,964
2486,189
2486,461
2486,484
2486,1307
2486,319
2486,1230
2486,527
2486,65
2486,521
2486,1462
2486,640
2486,483
2486,1297
2486,1364
2486,635
2486,1295
2486,64
2486,1105
2486,1149
2486,1411
2486,173
2486,203
2486,950
2486,1249
2486,1391
2486,687
2486,359
2486,1167
2486,256
2486,923
2486,760
2486,1144
2486,292
2486,215
2486,224
2486,1362
2486,949
1841,1470
1841,820
1841,786
1841,788
1841,1427
1841,606
1841,1015
1841,882
1841,53
1841,787
1841,921
1841,54
1841,121
1841,1050
1841,614
1841,561
1841,1495
1841,1109
1841,773
1841,603
1841,59
1841,1215
1841,188
1841,796
1841,1140
1841,185
1841,522
1841,476
1841,1142
1841,1101
1841,916
1841,755
1841,740
1841,1393
1841,66
1841,1128
1841,138
1841,322
1841,445
1841,789
1841,1048
1841,1475
1841,52
1841,30
1841,497
1841,681
1841,688
1841,287
1841,1375
1841,55
1841,834
1841,1037
1841,1363
1841,915
1841,31
1841,785
1841,149
1841,568
1841,1184
1841,219
1841,123
1841,518
1841,1073
1841,1387
1841,5
1841,1338
1841,282
1841,238
1841,781
1841,589
1841,1325
1841,1166
1841,615
1841,4
1841,1022
1841,1383
1841,1263
1841,964
1841,189
1841,461
1841,484
1841,319
1841,1230
1841,854
1841,527
1841,65
1841,1462
1841,144
1841,932
1841,640
1841,483
1841,1450
1841,1364
1841,635
1841,1295
1841,1105
1841,1149
1841,1411
1841,203
1841,950
1841,987
1841,1249
1841,1391
1841,687
1841,359
1841,1167
1841,1246
1841,923
1841,760
1841,1144
1841,292
1841,215
1841,224
1841,1362
1841,949
1841,1005
1841,1152
2007,603
2007,834
2007,765
2229,786
2229,788
2229,1015
2229,882
2229,53
2229,787
2229,921
2229,54
2229,121
2229,1050
2229,614
2229,561
2229,1109
2229,773
2229,59
2229,1215
2229,796
2229,1140
2229,185
2229,522
2229,1142
2229,1101
2229,755
2229,1393
2229,66
2229,1128
2229,138
2229,445
2229,789
2229,1048
2229,1475
2229,30
2229,497
2229,1375
2229,55
2229,1037
2229,1363
2229,518
2229,1073
2229,5
2229,781
2229,589
2229,1325
2229,4
2229,484
2229,319
2229,1230
2229,854
2229,640
2229,483
2229,1364
2229,1295
2229,98
2229,203
2229,987
2229,1391
2229,687
2229,1167
2229,1144
2229,292
2229,1362
483,922
757,1470
757,820
757,786
757,788
757,1427
757,606
757,1015
757,882
757,53
757,787
757,921
757,54
757,121
757,1050
757,614
757,561
757,1495
757,1109
757,773
757,603
757,59
757,1215
757,188
757,796
757,1140
757,185
757,522
757,476
757,1142
757,1101
757,916
757,755
757,740
757,1393
757,66
757,1128
757,138
757,322
757,445
757,1048
757,1475
757,52
757,30
757,497
757,688
757,287
757,1375
757,55
757,834
757,1037
757,1363
757,915
757,31
757,149
757,568
757,1184
757,219
757,123
757,518
757,1073
757,1387
757,1338
757,282
757,238
757,781
757,589
757,1325
757,1166
757,615
757,4
757,1383
757,1263
757,964
757,189
757,461
757,484
757,1307
757,319
757,1230
757,854
757,1462
757,144
757,932
757,640
757,483
757,1450
757,1364
757,635
757,1295
757,1105
757,321
757,1411
757,98
757,203
757,950
757,987
757,1249
757,1391
757,687
757,769
757,359
757,1167
757,923
757,760
757,1144
757,292
757,215
757,224
757,1362
757,949
757,1152
783,1470
783,820
783,786
783,788
783,1427
783,606
783,1015
783,882
783,53
783,787
783,921
783,54
783,121
783,1050
783,614
783,561
783,1495
783,1109
783,773
783,603
783,850
783,59
783,1215
783,188
783,796
783,1140
783,185
783,522
783,476
783,1142
783,1101
783,916
783,755
783,740
783,1393
783,66
783,1128
783,138
783,322
783,445
783,1048
783,1475
783,52
783,30
783,1300
783,497
783,681
783,688
783,287
783,1375
783,55
783,1444
783,834
783,1037
783,1363
783,915
783,31
783,785
783,149
783,568
783,1184
783,1225
783,219
783,123
783,518
783,1073
783,1387
783,1338
783,282
783,238
783,781
783,589
783,1252
783,1325
783,1166
783,615
783,1022
783,765
783,1383
783,1263
783,964
783,189
783,461
783,484
783,1307
783,797
783,1230
783,854
783,527
783,65
783,521
783,1462
783,144
783,932
783,640
783,483
783,1364
783,635
783,1295
783,1105
783,321
783,1411
783,173
783,203
783,950
783,1249
783,687
783,1167
783,923
783,760
783,1144
783,292
783,215
783,224
783,1412
783,949
783,452
937,1380
937,148
937,842
937,543
937,583
937,358
937,367
937,1088
937,978
937,1282
937,523
937,928
937,78
937,1052
937,1053
937,577
937,412
1535,1470
1535,786
1535,788
1535,1427
1535,606
1535,1015
1535,882
1535,53
1535,787
1535,921
1535,54
1535,121
1535,1050
1535,614
1535,561
1535,1495
1535,1109
1535,773
1535,603
1535,59
1535,1215
1535,188
1535,796
1535,1140
1535,185
1535,522
1535,476
1535,1142
1535,1101
1535,916
1535,755
1535,740
1535,1393
1535,66
1535,1128
1535,138
1535,322
1535,445
1535,1048
1535,1475
1535,52
1535,30
1535,497
1535,681
1535,688
1535,1375
1535,55
1535,834
1535,1037
1535,1363
1535,915
1535,31
1535,149
1535,568
1535,1184
1535,219
1535,123
1535,518
1535,1073
1535,1387
1535,1338
1535,282
1535,238
1535,781
1535,589
1535,1325
1535,1166
1535,615
1535,4
1535,1383
1535,1263
1535,964
1535,189
1535,461
1535,484
1535,319
1535,1230
1535,854
1535,1462
1535,144
1535,640
1535,483
1535,1364
1535,635
1535,1295
1535,1105
1535,1411
1535,203
1535,950
1535,987
1535,1249
1535,1391
1535,687
1535,359
1535,1167
1535,923
1535,1144
1535,292
1535,215
1535,224
1535,1362
1535,949
1005,1470
1005,220
1005,959
1005,288
2132,1470
2132,820
2132,786
2132,788
2132,1427
2132,606
2132,1015
2132,882
2132,53
2132,787
2132,921
2132,54
2132,121
2132,1050
2132,614
2132,561
2132,1495
2132,1109
2132,773
2132,603
2132,850
2132,59
2132,1215
2132,188
2132,796
2132,1140
2132,185
2132,522
2132,476
2132,1142
2132,1101
2132,916
2132,755
2132,740
2132,1393
2132,66
2132,1128
2132,138
2132,322
2132,445
2132,789
2132,1048
2132,1475
2132,52
2132,30
2132,497
2132,688
2132,967
2132,287
2132,1375
2132,55
2132,1444
2132,1037
2132,1363
2132,915
2132,31
2132,785
2132,764
2132,149
2132,1184
2132,219
2132,123
2132,518
2132,1073
2132,427
2132,1387
2132,1338
2132,282
2132,238
2132,781
2132,589
2132,1325
2132,1166
2132,615
2132,1022
2132,765
2132,1383
2132,1263
2132,964
2132,461
2132,484
2132,797
2132,319
2132,1230
2132,213
2132,854
2132,527
2132,65
2132,1462
2132,144
2132,932
2132,640
2132,483
2132,1364
2132,635
2132,1295
2132,1149
2132,1411
2132,173
2132,98
2132,203
2132,950
2132,1249
2132,687
2132,769
2132,1167
2132,1144
2132,292
2132,215
2132,224
2132,1362
2132,949
368,786
368,788
368,606
368,882
368,54
368,121
368,561
368,1109
368,850
368,185
368,1142
368,1101
368,916
368,755
368,740
368,1393
368,194
368,1128
368,1048
368,30
368,497
368,287
368,55
368,834
368,1037
368,242
368,915
368,31
368,149
368,219
368,123
368,518
368,282
368,589
368,615
368,765
368,964
368,484
368,1307
368,65
368,640
368,1364
368,173
368,950
368,292
368,949
368,272
1383,561
1383,1215
1383,522
1383,916
1383,740
1383,1393
1383,1128
1383,1048
1383,497
1383,992
1383,219
1383,781
1383,1325
1383,1263
1383,484
1383,640
1383,1411
1383,203
1383,1391
1551,532
1551,916
1551,194
1551,497
1551,837
364,1470
364,786
364,788
364,606
364,288
364,882
364,532
364,787
364,54
364,121
364,614
364,561
364,1495
364,1109
364,773
364,59
364,1215
364,796
364,185
364,522
364,476
364,1142
364,1101
364,916
364,755
364,740
364,1393
364,66
364,194
364,1128
364,445
364,1048
364,52
364,30
364,497
364,688
364,287
364,55
364,1444
364,834
364,1037
364,242
364,915
364,31
364,568
364,1184
364,219
364,518
364,1073
364,1387
364,1338
364,589
364,1252
364,1325
364,1166
364,765
364,1383
364,964
364,461
364,484
364,1230
364,65
364,1297
364,1364
364,173
364,203
364,1167
364,292
364,215
364,949
1789,1470
1789,786
1789,788
1789,606
1789,288
1789,882
1789,532
1789,787
1789,54
1789,121
1789,614
1789,561
1789,1109
1789,773
1789,425
1789,603
1789,850
1789,59
1789,1215
1789,1140
1789,185
1789,522
1789,476
1789,1142
1789,916
1789,755
1789,740
1789,1393
1789,66
1789,1128
1789,322
1789,445
1789,1048
1789,52
1789,30
1789,497
1789,681
1789,688
1789,287
1789,1375
1789,55
1789,1444
1789,834
1789,1037
1789,915
1789,785
1789,149
1789,369
1789,568
1789,1184
1789,219
1789,518
1789,1073
1789,1387
1789,1338
1789,282
1789,589
1789,1252
1789,1325
1789,615
1789,1383
1789,1263
1789,964
1789,461
1789,484
1789,527
1789,65
1789,521
1789,640
1789,1297
1789,1364
1789,1105
1789,1411
1789,203
1789,1391
1789,1167
1789,1144
1789,215
1789,224
446,1470
446,820
446,786
446,788
446,1427
446,606
446,1015
446,882
446,53
446,787
446,921
446,54
446,121
446,1050
446,614
446,561
446,1495
446,1109
446,773
446,603
446,59
446,1215
446,188
446,796
446,1140
446,185
446,522
446,476
446,1142
446,1101
446,916
446,755
446,740
446,1393
446,66
446,1128
446,138
446,322
446,445
446,1048
446,1475
446,52
446,30
446,497
446,681
446,1375
446,55
446,1037
446,1363
446,112
446,915
446,149
446,1184
446,1225
446,219
446,518
446,1073
446,1338
446,589
446,1325
446,615
446,1383
446,1263
446,964
446,189
446,484
446,319
446,1230
446,640
446,483
446,1364
446,1105
446,1411
446,203
446,950
446,359
446,760
446,1144
446,215
446,224
2413,226
1641,178
1641,1241
1335,740
1335,194
1335,236
1335,688
1335,992
1335,123
1335,765
1335,1307
1335,178
1335,272
360,1003
360,362
360,39
360,1059
360,1242
360,220
360,1259
360,1206
360,959
360,588
360,1321
360,937
360,532
360,200
360,226
360,685
360,875
360,1195
2219,1470
2219,820
2219,786
2219,788
2219,1427
2219,606
2219,1015
2219,882
2219,53
2219,787
2219,921
2219,54
2219,121
2219,1050
2219,614
2219,561
2219,1495
2219,1109
2219,773
2219,603
2219,59
2219,1215
2219,188
2219,796
2219,1140
2219,185
2219,522
2219,476
2219,1142
2219,1101
2219,916
2219,755
2219,740
2219,1393
2219,66
2219,1128
2219,138
2219,322
2219,445
2219,789
2219,1048
2219,1475
2219,52
2219,30
2219,1300
2219,497
2219,681
2219,688
2219,287
2219,1375
2219,55
2219,1444
2219,834
2219,1037
2219,1363
2219,915
2219,31
2219,785
2219,149
2219,568
2219,1184
2219,219
2219,123
2219,518
2219,1073
2219,1387
2219,1338
2219,282
2219,238
2219,781
2219,589
2219,1325
2219,1166
2219,615
2219,4
2219,1022
2219,1383
2219,1263
2219,964
2219,189
2219,461
2219,484
2219,1307
2219,319
2219,1230
2219,213
2219,854
2219,527
2219,65
2219,521
2219,1462
2219,144
2219,640
2219,483
2219,1297
2219,1364
2219,635
2219,1295
2219,1105
2219,1149
2219,1411
2219,173
2219,203
2219,950
2219,987
2219,1249
2219,1391
2219,687
2219,359
2219,1167
2219,1246
2219,923
2219,760
2219,1144
2219,292
2219,215
2219,224
2219,1412
2219,1362
2219,949
2219,1005
2219,1152
2219,666
1410,1470
1410,820
1410,786
1410,788
1410,1427
1410,606
1410,1015
1410,882
1410,53
1410,787
1410,921
1410,54
1410,121
1410,1050
1410,614
1410,561
1410,1495
1410,1109
1410,773
1410,603
1410,850
1410,59
1410,1215
1410,188
1410,796
1410,1140
1410,185
1410,522
1410,476
1410,1142
1410,1101
1410,916
1410,755
1410,740
1410,1393
1410,66
1410,1128
1410,138
1410,322
1410,445
1410,1048
1410,1475
1410,52
1410,30
1410,1300
1410,497
1410,681
1410,688
1410,287
1410,1375
1410,55
1410,1444
1410,834
1410,1037
1410,1363
1410,915
1410,31
1410,785
1410,149
1410,568
1410,1184
1410,1225
1410,219
1410,123
1410,518
1410,1073
1410,1387
1410,1338
1410,282
1410,238
1410,781
1410,589
1410,1252
1410,1325
1410,1166
1410,615
1410,1022
1410,765
1410,996
1410,1383
1410,1263
1410,964
1410,189
1410,461
1410,484
1410,1307
1410,797
1410,319
1410,1230
1410,213
1410,854
1410,527
1410,65
1410,521
1410,1462
1410,144
1410,932
1410,640
1410,483
1410,1450
1410,1364
1410,635
1410,1295
1410,1105
1410,321
1410,1149
1410,1411
1410,173
1410,98
1410,203
1410,950
1410,1249
1410,1391
1410,687
1410,769
1410,359
1410,1167
1410,923
1410,760
1410,1144
1410,292
1410,215
1410,224
1410,1412
1410,1362
1410,949
1410,1005
1410,452
1410,1152
1410,666
467,786
467,788
467,606
467,1015
467,882
467,53
467,787
467,54
467,121
467,561
467,1495
467,1109
467,773
467,59
467,1215
467,188
467,796
467,1140
467,522
467,1142
467,1101
467,916
467,755
467,740
467,1393
467,66
467,1128
467,322
467,445
467,1048
467,1475
467,52
467,30
467,497
467,1375
467,55
467,1037
467,149
467,1184
467,219
467,518
467,1325
467,615
467,1263
467,484
467,319
467,1230
467,144
467,640
467,1364
467,1295
467,64
467,1411
467,203
467,292
467,215
467,949
1618,514
1618,1093
1618,225
1618,536
995,1470
995,820
995,786
995,788
995,1427
995,606
995,1015
995,882
995,532
995,53
995,921
995,54
995,121
995,1050
995,561
995,1495
995,1109
995,773
995,850
995,1140
995,1142
995,1101
995,916
995,755
995,740
995,1393
995,322
995,1048
995,30
995,497
995,55
995,1037
995,149
995,219
995,1073
995,1387
995,282
995,589
995,615
995,964
995,484
995,640
995,1364
995,1411
2384,1470
2384,820
2384,786
2384,788
2384,1259
2384,1427
2384,606
2384,146
2384,1015
2384,882
2384,532
2384,53
2384,921
2384,121
2384,1050
2384,561
2384,1495
2384,1109
2384,145
2384,773
2384,603
2384,850
2384,59
2384,1215
2384,188
2384,1140
2384,476
2384,1142
2384,1101
2384,916
2384,755
2384,740
2384,1393
2384,1128
2384,138
2384,322
2384,445
2384,1048
2384,52
2384,30
2384,1300
2384,497
2384,681
2384,688
2384,287
2384,1375
2384,55
2384,1444
2384,1037
2384,1363
2384,915
2384,785
2384,149
2384,1184
2384,1225
2384,219
2384,518
2384,1073
2384,1387
2384,282
2384,238
2384,589
2384,1252
2384,615
2384,765
2384,996
2384,1383
2384,1263
2384,964
2384,189
2384,461
2384,484
2384,797
2384,65
2384,521
2384,1462
2384,932
2384,640
2384,483
2384,1364
2384,1411
2384,173
2384,203
2384,950
2384,256
2384,760
2384,1144
2384,215
2384,949
398,1470
398,786
398,788
398,606
398,1015
398,882
398,532
398,53
398,787
398,921
398,54
398,121
398,1050
398,614
398,561
398,1109
398,773
398,603
398,59
398,1215
398,796
398,1140
398,185
398,522
398,1142
398,1101
398,916
398,755
398,740
398,1393
398,194
398,1128
398,138
398,445
398,1048
398,52
398,30
398,497
398,55
398,834
398,915
398,31
398,149
398,369
398,219
398,1073
398,837
398,1387
398,1338
398,589
398,1325
398,615
398,765
398,484
398,1307
398,640
398,1364
398,1105
398,950
398,1391
398,292
1753,1470
1753,820
1753,786
1753,788
1753,1427
1753,606
1753,1015
1753,882
1753,53
1753,787
1753,921
1753,54
1753,121
1753,1050
1753,614
1753,561
1753,1495
1753,1109
1753,773
1753,603
1753,850
1753,59
1753,1215
1753,188
1753,796
1753,1140
1753,185
1753,522
1753,476
1753,1142
1753,1101
1753,916
1753,755
1753,740
1753,1393
1753,66
1753,194
1753,1128
1753,138
1753,322
1753,445
1753,1048
1753,1475
1753,52
1753,30
1753,1300
1753,497
1753,681
1753,688
1753,287
1753,1375
1753,55
1753,1444
1753,834
1753,1037
1753,1363
1753,915
1753,31
1753,785
1753,149
1753,1184
1753,1225
1753,219
1753,123
1753,518
1753,1073
1753,1387
1753,1338
1753,282
1753,238
1753,781
1753,589
1753,1252
1753,1325
1753,1166
1753,615
1753,765
1753,1383
1753,1263
1753,964
1753,189
1753,461
1753,484
1753,1307
1753,1230
1753,854
1753,65
1753,521
1753,1462
1753,144
1753,640
1753,483
1753,1364
1753,635
1753,1295
1753,1105
1753,321
1753,1411
1753,173
1753,98
1753,203
1753,950
1753,1249
1753,687
1753,256
1753,923
1753,760
1753,1144
1753,292
1753,215
1753,224
1753,1412
1753,949
349,226
1061,1470
1061,820
1061,786
1061,788
1061,1427
1061,606
1061,1015
1061,882
1061,53
1061,787
1061,921
1061,54
1061,121
1061,1050
1061,614
1061,561
1061,1495
1061,1109
1061,773
1061,603
1061,59
1061,1215
1061,796
1061,1140
1061,185
1061,522
1061,476
1061,1142
1061,1101
1061,916
1061,755
1061,740
1061,1393
1061,66
1061,1128
1061,138
1061,322
1061,445
1061,789
1061,1048
1061,1475
1061,52
1061,30
1061,497
1061,287
1061,1375
1061,55
1061,1037
1061,1363
1061,915
1061,31
1061,149
1061,992
1061,1184
1061,219
1061,123
1061,518
1061,1073
1061,1387
1061,5
1061,1338
1061,282
1061,781
1061,589
1061,1325
1061,1166
1061,615
1061,4
1061,1022
1061,765
1061,1383
1061,1263
1061,964
1061,461
1061,484
1061,319
1061,1230
1061,854
1061,65
1061,521
1061,1462
1061,144
1061,640
1061,1297
1061,1364
1061,1295
1061,1149
1061,1411
1061,173
1061,98
1061,203
1061,950
1061,1249
1061,1391
1061,687
1061,1167
1061,1144
1061,292
1061,215
1061,1362
1061,949
1423,786
1423,788
1423,606
1423,532
1423,54
1423,121
1423,1109
1423,1142
1423,916
1423,740
1423,1393
1423,194
1423,322
1423,1048
1423,236
1423,30
1423,497
1423,681
1423,688
1423,287
1423,55
1423,1444
1423,915
1423,31
1423,149
1423,992
1423,1184
1423,219
1423,123
1423,518
1423,1073
1423,837
1423,1387
1423,589
1423,1252
1423,615
1423,765
1423,1383
1423,1263
1423,964
1423,461
1423,484
1423,797
1423,65
1423,521
1423,640
1423,1364
1423,720
1423,1411
1423,173
1423,203
1423,1185
1423,212
1423,215
1423,949
2276,1470
2276,820
2276,786
2276,788
2276,1427
2276,606
2276,288
2276,1015
2276,882
2276,53
2276,787
2276,921
2276,54
2276,121
2276,1050
2276,614
2276,561
2276,1495
2276,1109
2276,773
2276,603
2276,850
2276,494
2276,59
2276,1215
2276,188
2276,796
2276,1140
2276,185
2276,522
2276,476
2276,1142
2276,1101
2276,916
2276,755
2276,740
2276,1393
2276,66
2276,1128
2276,138
2276,322
2276,445
2276,1048
2276,1475
2276,52
2276,30
2276,1300
2276,497
2276,681
2276,688
2276,287
2276,1375
2276,55
2276,1444
2276,834
2276,1037
2276,1363
2276,915
2276,31
2276,785
2276,149
2276,568
2276,1184
2276,1225
2276,219
2276,123
2276,518
2276,1073
2276,1387
2276,1338
2276,282
2276,238
2276,781
2276,589
2276,1325
2276,1166
2276,615
2276,4
2276,1022
2276,765
2276,1383
2276,1263
2276,964
2276,189
2276,461
2276,484
2276,319
2276,1230
2276,213
2276,854
2276,527
2276,65
2276,1462
2276,144
2276,932
2276,640
2276,483
2276,1450
2276,1364
2276,635
2276,1295
2276,1105
2276,1149
2276,1411
2276,203
2276,950
2276,1249
2276,1391
2276,687
2276,1167
2276,923
2276,760
2276,1144
2276,292
2276,215
2276,224
2276,1362
2276,949
2276,1005
386,786
386,788
386,1427
386,606
386,1015
386,882
386,53
386,787
386,921
386,54
386,121
386,1050
386,614
386,561
386,1495
386,1109
386,773
386,603
386,59
386,1215
386,188
386,796
386,1140
386,185
386,522
386,476
386,1142
386,1101
386,916
386,755
386,740
386,1393
386,66
386,1128
386,138
386,322
386,445
386,1048
386,1475
386,52
386,30
386,497
386,681
386,688
386,1375
386,55
386,834
386,1037
386,1363
386,915
386,31
386,149
386,1184
386,219
386,123
386,518
386,1073
386,1387
386,5
386,1338
386,282
386,238
386,781
386,589
386,1325
386,1166
386,615
386,4
386,765
386,1383
386,1263
386,964
386,189
386,461
386,484
386,1307
386,319
386,1230
386,854
386,521
386,1462
386,144
386,640
386,483
386,1364
386,635
386,1295
386,1105
386,1149
386,1411
386,98
386,203
386,950
386,1249
386,1391
386,687
386,769
386,359
386,1167
386,923
386,1144
386,292
386,215
386,224
386,1412
386,1362
386,949
386,1005
386,1152
386,666
1733,194
1733,992
1733,765
1733,1307
1733,178
1733,337
1733,272
2069,1470
2069,820
2069,786
2069,788
2069,1427
2069,606
2069,288
2069,1015
2069,882
2069,532
2069,53
2069,787
2069,921
2069,54
2069,121
2069,1050
2069,614
2069,561
2069,1495
2069,1109
2069,773
2069,603
2069,850
2069,494
2069,59
2069,1215
2069,188
2069,796
2069,1140
2069,185
2069,522
2069,476
2069,1142
2069,1101
2069,916
2069,755
2069,740
2069,444
2069,1393
2069,66
2069,1128
2069,138
2069,322
2069,445
2069,789
2069,1048
2069,1475
2069,52
2069,30
2069,1300
2069,497
2069,681
2069,287
2069,1375
2069,55
2069,1037
2069,1363
2069,915
2069,31
2069,785
2069,149
2069,568
2069,1184
2069,1225
2069,219
2069,518
2069,1073
2069,1387
2069,1338
2069,282
2069,781
2069,589
2069,1325
2069,1166
2069,615
2069,4
2069,1022
2069,1383
2069,1263
2069,964
2069,189
2069,461
2069,484
2069,319
2069,1230
2069,854
2069,527
2069,65
2069,144
2069,932
2069,640
2069,483
2069,1364
2069,1295
2069,1105
2069,1149
2069,1411
2069,203
2069,950
2069,1249
2069,687
2069,359
2069,1167
2069,1246
2069,923
2069,760
2069,1144
2069,292
2069,215
2069,224
2069,1362
2069,949
1141,837
1141,95
1655,121
1655,561
1655,1109
1655,603
1655,1142
1655,916
1655,740
1655,1393
1655,194
1655,445
1655,1048
1655,30
1655,497
1655,681
1655,55
1655,834
1655,915
1655,369
1655,219
1655,123
1655,518
1655,1073
1655,837
1655,1387
1655,1338
1655,589
1655,615
1655,765
1655,1383
1655,964
1655,461
1655,484
1655,1307
1655,1296
1655,65
1655,640
1655,1297
1655,1364
1655,1105
1655,173
1655,950
1655,1391
1655,292
1655,171
1655,215
1655,949
1930,1470
1930,786
1930,788
1930,1427
1930,606
1930,1015
1930,882
1930,532
1930,53
1930,787
1930,921
1930,54
1930,121
1930,1050
1930,614
1930,561
1930,1495
1930,1109
1930,773
1930,603
1930,59
1930,1215
1930,796
1930,1140
1930,185
1930,522
1930,476
1930,1142
1930,1101
1930,916
1930,755
1930,740
1930,1393
1930,66
1930,194
1930,1128
1930,138
1930,322
1930,445
1930,1048
1930,1475
1930,52
1930,30
1930,497
1930,681
1930,688
1930,287
1930,1375
1930,55
1930,1444
1930,834
1930,1037
1930,1363
1930,242
1930,915
1930,31
1930,785
1930,149
1930,568
1930,1184
1930,219
1930,123
1930,518
1930,1073
1930,837
1930,1387
1930,1338
1930,282
1930,781
1930,589
1930,1252
1930,1325
1930,615
1930,765
1930,1383
1930,1263
1930,964
1930,327
1930,461
1930,484
1930,1307
1930,797
1930,1230
1930,65
1930,521
1930,1462
1930,640
1930,483
1930,1297
1930,1364
1930,720
1930,635
1930,1295
1930,1105
1930,1411
1930,173
1930,203
1930,950
1930,1249
1930,1391
1930,1144
1930,292
1930,171
1930,215
1930,334
1930,95
1930,224
1930,608
1930,1412
1930,949
1930,452
1930,272
2369,1470
2369,786
2369,788
2369,606
2369,288
2369,882
2369,532
2369,54
2369,121
2369,614
2369,561
2369,1495
2369,1109
2369,773
2369,603
2369,476
2369,1142
2369,916
2369,740
2369,1393
2369,445
2369,1048
2369,497
2369,681
2369,915
2369,219
2369,1338
2369,589
2369,461
2369,484
2369,65
2024,1470
2024,820
2024,786
2024,788
2024,1427
2024,606
2024,1015
2024,882
2024,532
2024,53
2024,921
2024,54
2024,121
2024,1050
2024,561
2024,1495
2024,1109
2024,773
2024,850
2024,1215
2024,188
2024,1142
2024,1101
2024,916
2024,755
2024,740
2024,1393
2024,66
2024,1128
2024,322
2024,445
2024,1048
2024,52
2024,30
2024,1300
2024,497
2024,688
2024,1375
2024,55
2024,1444
2024,915
2024,31
2024,785
2024,764
2024,149
2024,1184
2024,1225
2024,219
2024,123
2024,518
2024,1387
2024,1338
2024,238
2024,589
2024,1166
2024,615
2024,1022
2024,765
2024,1383
2024,1263
2024,964
2024,461
2024,484
2024,797
2024,213
2024,854
2024,527
2024,65
2024,1462
2024,144
2024,932
2024,640
2024,1364
2024,1149
2024,1411
2024,173
2024,98
2024,950
2024,1249
2024,212
2024,1144
2024,292
2024,949
2024,108
1883,1470
1883,820
1883,786
1883,788
1883,1427
1883,606
1883,1015
1883,882
1883,53
1883,787
1883,921
1883,54
1883,121
1883,1050
1883,614
1883,561
1883,1495
1883,1109
1883,773
1883,603
1883,59
1883,1215
1883,188
1883,796
1883,1140
1883,185
1883,522
1883,476
1883,1142
1883,1101
1883,916
1883,755
1883,740
1883,1393
1883,66
1883,1128
1883,138
1883,322
1883,445
1883,1048
1883,1475
1883,52
1883,30
1883,497
1883,681
1883,688
1883,1375
1883,55
1883,1444
1883,1037
1883,1363
1883,915
1883,31
1883,785
